samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_3.csv,ft_transformer,20,0.8894,0.894,0.9094,0.8606,0.8722,0.9283,0.8942,0.8991,0.9138
subsample_1.csv,ft_transformer,30,0.8654,0.8627,0.9315,0.8894,0.89,0.8964,0.75,0.6829,0.8192
subsample_2.csv,ft_transformer,50,0.8558,0.8544,0.9337,0.8798,0.8837,0.9327,0.875,0.875,0.9226
subsample_6.csv,ft_transformer,75,0.875,0.8713,0.9152,0.8894,0.895,0.9385,0.8798,0.8815,0.9144
subsample_5.csv,ft_transformer,90,0.851,0.8502,0.9159,0.8798,0.8792,0.926,0.9038,0.9074,0.9294
subsample_4.csv,ft_transformer,10,0.8702,0.872,0.9245,0.8702,0.867,0.9173,0.8606,0.8599,0.9216
subsample_9.csv,ft_transformer,20,0.8365,0.8547,0.9295,0.8846,0.8919,0.9208,0.875,0.8774,0.9364
subsample_7.csv,ft_transformer,30,0.8606,0.8599,0.8994,0.8798,0.8826,0.9301,0.8173,0.8061,0.9087
subsample_10.csv,ft_transformer,50,0.851,0.841,0.9222,0.8606,0.8599,0.9339,0.851,0.8458,0.9087
subsample_8.csv,ft_transformer,75,0.875,0.8807,0.9286,0.8942,0.9,0.9277,0.8365,0.8534,0.9361
subsample_3.csv,ft_transformer,90,0.851,0.8458,0.9319,0.8702,0.8683,0.9,0.8654,0.8716,0.9202
subsample_1.csv,ft_transformer,10,0.875,0.875,0.9251,0.8413,0.8358,0.922,0.8654,0.8761,0.9224
subsample_2.csv,ft_transformer,20,0.8654,0.8704,0.9222,0.8798,0.8792,0.9215,0.8462,0.8416,0.9183
subsample_6.csv,ft_transformer,30,0.8558,0.8515,0.9204,0.8606,0.8599,0.9156,0.8702,0.872,0.9129
subsample_5.csv,ft_transformer,50,0.8798,0.8826,0.9285,0.8894,0.894,0.9093,0.8702,0.8744,0.9335
subsample_4.csv,ft_transformer,75,0.8798,0.8869,0.8923,0.8654,0.8679,0.9325,0.8413,0.8308,0.93
subsample_9.csv,ft_transformer,90,0.851,0.8458,0.9238,0.8798,0.8826,0.9264,0.8702,0.8683,0.9172
