samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_5.csv,ft_transformer,50,0.8462,0.8491,0.9165,0.8894,0.893,0.8858,0.8702,0.8778,0.9145
subsample_10.csv,ft_transformer,75,0.8462,0.8505,0.9027,0.8654,0.8654,0.9197,0.8798,0.8848,0.905
subsample_4.csv,ft_transformer,90,0.8702,0.8696,0.9272,0.8365,0.8381,0.9142,0.8462,0.8416,0.9057
subsample_2.csv,ft_transformer,10,0.8606,0.8612,0.9006,0.875,0.8774,0.9298,0.851,0.8473,0.8873
subsample_1.csv,ft_transformer,20,0.8606,0.8676,0.9126,0.7933,0.7725,0.8551,0.8702,0.8683,0.9121
subsample_3.csv,ft_transformer,30,0.8606,0.8599,0.9159,0.8558,0.8611,0.9251,0.8798,0.8879,0.9186
subsample_7.csv,ft_transformer,50,0.8702,0.8756,0.9206,0.8654,0.8627,0.9035,0.8462,0.8447,0.9074
subsample_9.csv,ft_transformer,75,0.8606,0.8557,0.907,0.8558,0.8558,0.8873,0.8558,0.8571,0.9038
subsample_6.csv,ft_transformer,90,0.8558,0.8585,0.9092,0.8654,0.8627,0.8802,0.8654,0.8692,0.8964
subsample_8.csv,ft_transformer,10,0.8269,0.82,0.9062,0.8606,0.8688,0.9236,0.8606,0.8612,0.9244
subsample_5.csv,ft_transformer,20,0.8606,0.8626,0.9192,0.8846,0.8889,0.8891,0.8462,0.8491,0.9185
subsample_10.csv,ft_transformer,30,0.8654,0.8692,0.9157,0.8846,0.8868,0.9246,0.8317,0.8241,0.882
subsample_4.csv,ft_transformer,50,0.8413,0.839,0.9115,0.8942,0.8972,0.9056,0.8654,0.8692,0.9213
subsample_2.csv,ft_transformer,75,0.8702,0.867,0.9053,0.8221,0.8412,0.9171,0.851,0.8571,0.8989
subsample_1.csv,ft_transformer,90,0.8606,0.8688,0.9024,0.875,0.8785,0.915,0.8606,0.8638,0.9226
subsample_3.csv,ft_transformer,10,0.8654,0.8704,0.9183,0.8654,0.8654,0.9127,0.8894,0.89,0.9095
subsample_7.csv,ft_transformer,20,0.8702,0.872,0.909,0.8558,0.8571,0.9127,0.8606,0.8651,0.9087
subsample_9.csv,ft_transformer,30,0.8365,0.8317,0.8866,0.8846,0.8889,0.8966,0.875,0.8762,0.8875
subsample_6.csv,ft_transformer,50,0.875,0.8762,0.9183,0.8558,0.8598,0.8968,0.875,0.8818,0.9346
subsample_8.csv,ft_transformer,75,0.8702,0.8778,0.9065,0.875,0.8762,0.9195,0.851,0.8517,0.8989
subsample_5.csv,ft_transformer,90,0.8654,0.8692,0.9135,0.8558,0.8585,0.8978,0.8606,0.8612,0.8975
subsample_10.csv,ft_transformer,10,0.8558,0.8585,0.9139,0.8558,0.8585,0.9056,0.8365,0.8547,0.9321
subsample_4.csv,ft_transformer,20,0.8413,0.8421,0.9118,0.8654,0.8614,0.918,0.8654,0.8667,0.9211
subsample_2.csv,ft_transformer,30,0.8365,0.844,0.891,0.8606,0.8711,0.9029,0.8654,0.8641,0.8855
subsample_1.csv,ft_transformer,50,0.8413,0.8451,0.8837,0.851,0.8558,0.9077,0.8413,0.8406,0.8712
subsample_3.csv,ft_transformer,75,0.8654,0.8667,0.9087,0.8365,0.83,0.8755,0.8606,0.8638,0.904
subsample_7.csv,ft_transformer,90,0.8365,0.8333,0.9013,0.8798,0.8815,0.9064,0.8654,0.8654,0.9162
subsample_9.csv,ft_transformer,10,0.875,0.8796,0.906,0.8269,0.8218,0.9154,0.8558,0.8558,0.908
subsample_6.csv,ft_transformer,20,0.8654,0.8654,0.8963,0.8462,0.8476,0.918,0.851,0.8473,0.9044
subsample_8.csv,ft_transformer,30,0.8558,0.8636,0.9134,0.7692,0.7757,0.8415,0.8317,0.8309,0.8812
subsample_5.csv,ft_transformer,50,0.875,0.8796,0.906,0.8125,0.802,0.893,0.875,0.8818,0.9063
subsample_10.csv,ft_transformer,75,0.8654,0.8667,0.8881,0.8894,0.891,0.9193,0.8846,0.8835,0.9196
subsample_4.csv,ft_transformer,90,0.875,0.8796,0.9117,0.875,0.8807,0.8922,0.8462,0.8431,0.9122
